Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"L2842379", 12.47, 1,    7172.21,  -38.8,    0.9962, 0, 0, 0, 0, 0, 0, 0, 0
"L2916617", 12.47, 2,    7262.32, -165.3,    1.0087, 0, 0, 0, 0, 0, 0, 0, 0
"N1136670", 12.47, 1,    7388.47,  -44.4,    1.0262, 2,    7412.35, -166.4,    1.0296, 3,    7474.84,   79.7,    1.0382
"L2766727", 12.47, 2,     7079.1, -161.9,   0.98327, 0, 0, 0, 0, 0, 0, 0, 0
"L2727019", 12.47, 1,    7263.75,  -37.5,    1.0089, 0, 0, 0, 0, 0, 0, 0, 0
"L2801909", 12.47, 1,    7545.84,  -34.5,    1.0481, 2,    7535.98, -154.3,    1.0467, 3,    7558.94,   85.9,    1.0499
"M1047831", 12.47, 2,    7115.75, -167.0,   0.98836, 0, 0, 0, 0, 0, 0, 0, 0
"L2748131", 12.47, 2,    7155.27, -166.9,   0.99385, 0, 0, 0, 0, 0, 0, 0, 0
"L2729427", 12.47, 2,    7152.83, -166.9,   0.99351, 0, 0, 0, 0, 0, 0, 0, 0
"L2766717", 12.47, 3,    7420.25,   80.5,    1.0307, 0, 0, 0, 0, 0, 0, 0, 0
"L2879064", 12.47, 1,    7398.05,  -40.3,    1.0276, 0, 0, 0, 0, 0, 0, 0, 0
"L3195318", 12.47, 2,    7431.99, -160.4,    1.0323, 0, 0, 0, 0, 0, 0, 0, 0
"L3254204", 12.47, 1,    7321.57,  -44.4,    1.0169, 0, 0, 0, 0, 0, 0, 0, 0
"L2973148", 12.47, 1,    7311.98,  -42.5,    1.0156, 0, 0, 0, 0, 0, 0, 0, 0
"L2801902", 12.47, 2,    7269.25, -165.3,    1.0097, 0, 0, 0, 0, 0, 0, 0, 0
"L2748146", 12.47, 1,    7388.24,  -40.3,    1.0262, 0, 0, 0, 0, 0, 0, 0, 0
"N1139549", 12.47, 1,    7157.43,  -44.7,   0.99415, 0, 0, 0, 0, 0, 0, 0, 0
"N1138593", 12.47, 1,    7300.59,  -44.8,     1.014, 0, 0, 0, 0, 0, 0, 0, 0
"L3197624", 12.47, 2,    7118.99, -167.0,   0.98881, 0, 0, 0, 0, 0, 0, 0, 0
"M1069558", 12.47, 2,    7297.71, -165.2,    1.0136, 0, 0, 0, 0, 0, 0, 0, 0
"L3197654", 12.47, 1,    7153.02,  -43.7,   0.99354, 0, 0, 0, 0, 0, 0, 0, 0
"L2710505", 12.47, 2,    7115.59, -167.0,   0.98834, 0, 0, 0, 0, 0, 0, 0, 0
"L2879065", 12.47, 2,    7211.89, -161.6,    1.0017, 0, 0, 0, 0, 0, 0, 0, 0
"M1166358", 12.47, 3,    7492.97,   83.6,    1.0408, 0, 0, 0, 0, 0, 0, 0, 0
"L2898522", 12.47, 1,    7263.28,  -37.5,    1.0089, 0, 0, 0, 0, 0, 0, 0, 0
"L2992556", 12.47, 3,    7454.89,   84.9,    1.0355, 0, 0, 0, 0, 0, 0, 0, 0
"196-35813", 12.47, 1,    7341.04,  -44.4,    1.0197, 2,    7386.41, -166.3,     1.026, 3,    7415.84,   79.7,      1.03
"L3064514", 12.47, 3,    7376.46,   84.8,    1.0246, 0, 0, 0, 0, 0, 0, 0, 0
"L3141402", 12.47, 3,    7308.67,   79.8,    1.0152, 0, 0, 0, 0, 0, 0, 0, 0
"L2859391", 12.47, 2,    7279.76, -167.1,    1.0111, 0, 0, 0, 0, 0, 0, 0, 0
"L2860489", 12.47, 1,    7167.39,  -40.7,   0.99553, 0, 0, 0, 0, 0, 0, 0, 0
"M1026989", 12.47, 2,    7143.14, -166.9,   0.99216, 0, 0, 0, 0, 0, 0, 0, 0
"M1209752", 12.47, 2,    7384.76, -156.5,    1.0257, 0, 0, 0, 0, 0, 0, 0, 0
"L2710514", 12.47, 2,    7169.28, -166.9,   0.99579, 0, 0, 0, 0, 0, 0, 0, 0
"L2726975", 12.47, 2,    7109.69, -167.0,   0.98752, 0, 0, 0, 0, 0, 0, 0, 0
"L3649306", 12.47, 1,    7331.33,  -44.6,    1.0183, 0, 0, 0, 0, 0, 0, 0, 0
"L2767407", 12.47, 2,     7199.2, -159.1,   0.99995, 0, 0, 0, 0, 0, 0, 0, 0
"L2730107", 12.47, 3,    7495.35,   81.2,    1.0411, 0, 0, 0, 0, 0, 0, 0, 0
"M4113347", 12.47, 1,    7298.63,  -44.3,    1.0138, 2,    7207.86, -166.8,    1.0012, 3,    7329.65,   78.9,    1.0181
"L3216339", 12.47, 2,    6999.67, -162.1,   0.97224, 0, 0, 0, 0, 0, 0, 0, 0
"D5472341-1_INT", 12.47, 2,    7202.44, -161.7,    1.0004, 0, 0, 0, 0, 0, 0, 0, 0
"F739842", 12.47, 2,    7202.44, -161.7,    1.0004, 0, 0, 0, 0, 0, 0, 0, 0
"L2897792", 12.47, 1,    7185.06,  -43.5,   0.99799, 0, 0, 0, 0, 0, 0, 0, 0
"M1026800", 12.47, 1,    7304.39,  -44.4,    1.0146, 2,    7383.72, -166.2,    1.0256, 3,    7392.64,   79.7,    1.0268
"M1026797", 12.47, 1,    7298.49,  -44.5,    1.0137, 2,    7383.22, -166.2,    1.0255, 3,    7389.19,   79.7,    1.0263
"L2729407", 12.47, 2,     7220.6, -161.6,    1.0029, 0, 0, 0, 0, 0, 0, 0, 0
"L3342743", 12.47, 3,    7459.47,   79.6,    1.0361, 0, 0, 0, 0, 0, 0, 0, 0
"L3122818", 12.47, 3,    7424.23,   79.6,    1.0312, 0, 0, 0, 0, 0, 0, 0, 0
"M1047430", 12.47, 1,    7146.53,  -44.7,   0.99263, 0, 0, 0, 0, 0, 0, 0, 0
"L3048203", 12.47, 2,       7151, -166.9,   0.99326, 0, 0, 0, 0, 0, 0, 0, 0
"L2936276", 12.47, 2,    7388.83, -156.4,    1.0263, 0, 0, 0, 0, 0, 0, 0, 0
"L2860499", 12.47, 2,     7298.8, -165.2,    1.0138, 0, 0, 0, 0, 0, 0, 0, 0
"P827564", 12.47, 3,    7329.54,   78.9,    1.0181, 0, 0, 0, 0, 0, 0, 0, 0
"L3030205", 12.47, 3,    7492.85,   83.6,    1.0407, 0, 0, 0, 0, 0, 0, 0, 0
"L3008248", 12.47, 1,    7113.92,  -45.1,   0.98811, 0, 0, 0, 0, 0, 0, 0, 0
"L2804250", 12.47, 3,    7345.13,   81.5,    1.0202, 0, 0, 0, 0, 0, 0, 0, 0
"L2954354", 12.47, 1,    7233.14,  -40.8,    1.0047, 0, 0, 0, 0, 0, 0, 0, 0
"L2673321", 12.47, 1,    7233.01,  -40.8,    1.0046, 0, 0, 0, 0, 0, 0, 0, 0
"L3197634", 12.47, 2,    7326.04, -167.0,    1.0176, 0, 0, 0, 0, 0, 0, 0, 0
"L3141389", 12.47, 1,    7278.57,  -44.8,     1.011, 0, 0, 0, 0, 0, 0, 0, 0
"L2935559", 12.47, 1,    7157.96,  -40.7,   0.99422, 0, 0, 0, 0, 0, 0, 0, 0
"P895087", 12.47, 1,    7312.51,  -42.5,    1.0157, 0, 0, 0, 0, 0, 0, 0, 0
"L3254217", 12.47, 1,    7308.69,  -44.4,    1.0152, 2,    7383.84, -166.2,    1.0256, 3,    7395.21,   79.7,    1.0272
"L3101782", 12.47, 1,    6769.14,  -41.4,   0.94022, 0, 0, 0, 0, 0, 0, 0, 0
"L2745799", 12.47, 3,    7434.88,   79.6,    1.0327, 0, 0, 0, 0, 0, 0, 0, 0
"L3082983", 12.47, 2,    7275.79, -165.3,    1.0106, 0, 0, 0, 0, 0, 0, 0, 0
"L2691966", 12.47, 2,    7287.03, -165.3,    1.0121, 0, 0, 0, 0, 0, 0, 0, 0
"N1136368", 12.47, 1,    7185.15,  -43.5,     0.998, 0, 0, 0, 0, 0, 0, 0, 0
"L3197642", 12.47, 3,    7310.16,   79.8,    1.0154, 0, 0, 0, 0, 0, 0, 0, 0
"L2973157", 12.47, 1,    7136.44,  -44.8,   0.99123, 0, 0, 0, 0, 0, 0, 0, 0
"L2935550", 12.47, 3,    7309.84,   81.4,    1.0153, 0, 0, 0, 0, 0, 0, 0, 0
"D5865224-1_INT", 12.47, 2,    7203.13, -161.7,    1.0005, 0, 0, 0, 0, 0, 0, 0, 0
"L3066821", 12.47, 1,     7183.6,  -44.9,   0.99778, 0, 0, 0, 0, 0, 0, 0, 0
"M1009691", 12.47, 1,    7183.43,  -44.9,   0.99776, 0, 0, 0, 0, 0, 0, 0, 0
"L3178975", 12.47, 2,    7159.17, -166.9,   0.99439, 0, 0, 0, 0, 0, 0, 0, 0
"M1069518", 12.47, 1,    7207.14,  -43.4,    1.0011, 2,    7333.33, -165.3,    1.0186, 3,    7509.19,   80.2,     1.043
"L2916618", 12.47, 2,    7249.84, -165.3,     1.007, 0, 0, 0, 0, 0, 0, 0, 0
"L2710515", 12.47, 3,    7358.14,   79.5,     1.022, 0, 0, 0, 0, 0, 0, 0, 0
"L3235258", 12.47, 1,    7238.66,  -44.6,    1.0054, 2,    7377.27, -166.2,    1.0247, 3,    7355.42,   79.8,    1.0216
"L3141395", 12.47, 3,    7356.06,   79.2,    1.0217, 0, 0, 0, 0, 0, 0, 0, 0
"N1136997", 12.47, 3,    7472.39,   79.7,    1.0379, 0, 0, 0, 0, 0, 0, 0, 0
"L3104123", 12.47, 3,    7472.33,   79.7,    1.0379, 0, 0, 0, 0, 0, 0, 0, 0
"190-7361", 12.47, 1,    7485.49,  -39.9,    1.0397, 2,    7466.85, -160.4,    1.0371, 3,    7479.78,   80.7,    1.0389
"L3645812", 12.47, 3,    7459.61,   79.6,    1.0361, 0, 0, 0, 0, 0, 0, 0, 0
"228-1353934-4_INT", 12.47, 3,    7459.61,   79.6,    1.0361, 0, 0, 0, 0, 0, 0, 0, 0
"L3254214", 12.47, 2,    7113.52, -167.1,   0.98805, 0, 0, 0, 0, 0, 0, 0, 0
"D5686080-1_INT", 12.47, 1,    7221.64,  -40.7,    1.0031, 2,    7169.11, -161.7,   0.99577, 3,    7409.82,   79.9,    1.0292
"L2766749", 12.47, 1,    7305.75,  -44.3,    1.0147, 2,    7257.59, -166.7,    1.0081, 3,    7357.16,   79.1,    1.0219
"L2692660", 12.47, 1,    7175.77,  -38.4,    0.9967, 0, 0, 0, 0, 0, 0, 0, 0
"L2955076", 12.47, 1,    7175.62,  -38.4,   0.99667, 0, 0, 0, 0, 0, 0, 0, 0
"M1125979", 12.47, 3,    7460.54,   82.1,    1.0363, 0, 0, 0, 0, 0, 0, 0, 0
"L3160114", 12.47, 1,    7231.12,  -43.1,    1.0044, 0, 0, 0, 0, 0, 0, 0, 0
"L3235245", 12.47, 3,    7378.19,   79.4,    1.0248, 0, 0, 0, 0, 0, 0, 0, 0
"M1026876", 12.47, 1,    7233.41,  -44.9,    1.0047, 2,    7306.37, -167.0,    1.0148, 3,       7427,   79.6,    1.0316
"L2785535", 12.47, 2,    7246.18, -165.3,    1.0065, 0, 0, 0, 0, 0, 0, 0, 0
"L2973150", 12.47, 1,     7180.5,  -43.5,   0.99735, 0, 0, 0, 0, 0, 0, 0, 0
"L3160113", 12.47, 2,    7250.99, -165.3,    1.0071, 0, 0, 0, 0, 0, 0, 0, 0
"L2710518", 12.47, 1,    7181.27,  -44.7,   0.99746, 0, 0, 0, 0, 0, 0, 0, 0
"L3195310", 12.47, 1,    7157.99,  -40.7,   0.99423, 0, 0, 0, 0, 0, 0, 0, 0
"L3142098", 12.47, 2,    7195.82, -159.1,   0.99948, 0, 0, 0, 0, 0, 0, 0, 0
"M1026784", 12.47, 3,    7381.23,   79.7,    1.0252, 0, 0, 0, 0, 0, 0, 0, 0
"L2897771", 12.47, 2,    7176.77, -159.4,   0.99683, 0, 0, 0, 0, 0, 0, 0, 0
"L2917255", 12.47, 3,    7460.37,   82.1,    1.0362, 0, 0, 0, 0, 0, 0, 0, 0
"L3254215", 12.47, 3,    7395.19,   80.4,    1.0272, 0, 0, 0, 0, 0, 0, 0, 0
"L2989571", 12.47, 1,    7105.19,  -45.1,   0.98689, 0, 0, 0, 0, 0, 0, 0, 0
"L3179699", 12.47, 2,    7435.67, -160.4,    1.0328, 0, 0, 0, 0, 0, 0, 0, 0
"L3029507", 12.47, 2,    7079.04, -161.9,   0.98326, 0, 0, 0, 0, 0, 0, 0, 0
"L2748124", 12.47, 2,    7105.54, -167.0,   0.98694, 0, 0, 0, 0, 0, 0, 0, 0
"D5958866-1_INT", 12.47, 1,     7173.8,  -38.9,   0.99642, 2,    7192.35, -159.2,     0.999, 3,    7430.98,   81.8,    1.0321
"L2861218", 12.47, 1,    7173.42,  -38.8,   0.99637, 2,    7196.68, -159.1,    0.9996, 3,    7434.85,   81.9,    1.0327
"L0247162", 12.47, 2,    7202.41, -161.7,    1.0004, 0, 0, 0, 0, 0, 0, 0, 0
"L2935552", 12.47, 3,    7383.17,   81.6,    1.0255, 0, 0, 0, 0, 0, 0, 0, 0
"L3216350", 12.47, 1,    7181.49,  -44.7,   0.99749, 0, 0, 0, 0, 0, 0, 0, 0
"L3197660", 12.47, 2,    7136.26, -166.9,   0.99121, 0, 0, 0, 0, 0, 0, 0, 0
"M1026880", 12.47, 1,    7257.99,  -44.9,    1.0081, 0, 0, 0, 0, 0, 0, 0, 0
"L2822860", 12.47, 2,    7117.75, -167.0,   0.98864, 0, 0, 0, 0, 0, 0, 0, 0
"L3101787", 12.47, 1,    7117.52,  -45.1,   0.98861, 0, 0, 0, 0, 0, 0, 0, 0
"L3027132", 12.47, 1,    7117.47,  -45.1,    0.9886, 0, 0, 0, 0, 0, 0, 0, 0
"L3179673", 12.47, 3,    7477.43,   82.9,    1.0386, 0, 0, 0, 0, 0, 0, 0, 0
"L2879092", 12.47, 3,    7305.84,   79.8,    1.0148, 0, 0, 0, 0, 0, 0, 0, 0
"L2803199", 12.47, 1,    6871.25,  -40.4,    0.9544, 2,    7064.72, -161.5,   0.98127, 3,    7453.49,   81.8,    1.0353
"L3254208", 12.47, 3,    7362.23,   79.3,    1.0226, 0, 0, 0, 0, 0, 0, 0, 0
"M1027014", 12.47, 3,    7354.02,   79.5,    1.0215, 0, 0, 0, 0, 0, 0, 0, 0
"M1047433", 12.47, 1,    7148.98,  -44.7,   0.99298, 0, 0, 0, 0, 0, 0, 0, 0
"L2991905", 12.47, 1,    7295.96,  -44.3,    1.0134, 0, 0, 0, 0, 0, 0, 0, 0
"L2935560", 12.47, 3,     7321.5,   79.8,    1.0169, 0, 0, 0, 0, 0, 0, 0, 0
"L3085400", 12.47, 3,    7394.76,   80.4,    1.0271, 0, 0, 0, 0, 0, 0, 0, 0
"L2764403", 12.47, 1,    7130.21,  -43.8,   0.99037, 0, 0, 0, 0, 0, 0, 0, 0
"M1108535", 12.47, 1,    7412.91,  -41.8,    1.0296, 2,    7449.95, -163.0,    1.0348, 3,    7504.55,   81.2,    1.0424
"L2785521", 12.47, 3,    7462.33,   79.6,    1.0365, 0, 0, 0, 0, 0, 0, 0, 0
"L3216988", 12.47, 2,    7117.36, -160.9,   0.98858, 0, 0, 0, 0, 0, 0, 0, 0
"L3649305", 12.47, 1,    7329.65,  -44.6,    1.0181, 0, 0, 0, 0, 0, 0, 0, 0
"L2983432", 12.47, 1,    7352.58,  -44.3,    1.0213, 0, 0, 0, 0, 0, 0, 0, 0
"L3315860", 12.47, 2,    7240.69, -167.1,    1.0057, 0, 0, 0, 0, 0, 0, 0, 0
"M1125966", 12.47, 2,    7118.22, -160.9,    0.9887, 0, 0, 0, 0, 0, 0, 0, 0
"L2729423", 12.47, 3,    7522.11,   80.3,    1.0448, 0, 0, 0, 0, 0, 0, 0, 0
"D6140776-1_INT", 12.47, 1,    7260.42,  -44.5,    1.0085, 0, 0, 0, 0, 0, 0, 0, 0
"L2673307", 12.47, 3,    7267.99,   81.3,    1.0095, 0, 0, 0, 0, 0, 0, 0, 0
"L2685809", 12.47, 1,     7420.8,  -44.3,    1.0307, 0, 0, 0, 0, 0, 0, 0, 0
"L3254209", 12.47, 3,    7378.32,   79.4,    1.0248, 0, 0, 0, 0, 0, 0, 0, 0
"L2860477", 12.47, 1,     7278.5,  -44.8,     1.011, 0, 0, 0, 0, 0, 0, 0, 0
"P827548", 12.47, 1,    7185.26,  -43.5,   0.99801, 0, 0, 0, 0, 0, 0, 0, 0
"L3048946", 12.47, 3,    7489.28,   83.6,    1.0402, 0, 0, 0, 0, 0, 0, 0, 0
"L2839331", 12.47, 1,    7140.31,  -45.0,   0.99177, 0, 0, 0, 0, 0, 0, 0, 0
"L2973180", 12.47, 2,    7108.24, -167.1,   0.98732, 0, 0, 0, 0, 0, 0, 0, 0
"L3066806", 12.47, 3,    7309.24,   81.4,    1.0152, 0, 0, 0, 0, 0, 0, 0, 0
"L2785529", 12.47, 3,    7444.45,   79.7,     1.034, 0, 0, 0, 0, 0, 0, 0, 0
"L3177894", 12.47, 1,    7103.97,  -45.1,   0.98672, 0, 0, 0, 0, 0, 0, 0, 0
"L2731712", 12.47, 2,    7288.52, -167.0,    1.0124, 0, 0, 0, 0, 0, 0, 0, 0
"L2917310", 12.47, 2,    7195.68, -159.1,   0.99946, 0, 0, 0, 0, 0, 0, 0, 0
"D5682346-3_INT", 12.47, 1,    7236.11,  -43.1,    1.0051, 2,    7341.64, -165.1,    1.0197, 3,    7514.59,   80.3,    1.0438
"L3085394", 12.47, 3,    7351.03,   81.5,     1.021, 0, 0, 0, 0, 0, 0, 0, 0
"L3236004", 12.47, 3,     7460.8,   82.1,    1.0363, 0, 0, 0, 0, 0, 0, 0, 0
"L2879066", 12.47, 2,    7150.35, -166.9,   0.99316, 0, 0, 0, 0, 0, 0, 0, 0
"L3048214", 12.47, 1,    7157.87,  -40.7,   0.99421, 0, 0, 0, 0, 0, 0, 0, 0
"L3120504", 12.47, 1,    7106.69,  -45.1,    0.9871, 0, 0, 0, 0, 0, 0, 0, 0
"P827537", 12.47, 1,    7191.54,  -44.6,   0.99889, 0, 0, 0, 0, 0, 0, 0, 0
"228-979371-2_INT", 12.47, 3,    7323.15,   78.9,    1.0172, 0, 0, 0, 0, 0, 0, 0, 0
"L2785543", 12.47, 2,    7288.18, -167.0,    1.0123, 0, 0, 0, 0, 0, 0, 0, 0
"M1047837", 12.47, 2,    7118.68, -167.0,   0.98877, 0, 0, 0, 0, 0, 0, 0, 0
"L2916602", 12.47, 1,    7312.26,  -42.5,    1.0157, 0, 0, 0, 0, 0, 0, 0, 0
"D6140778-1_INT", 12.47, 2,    7084.23, -161.9,   0.98398, 0, 0, 0, 0, 0, 0, 0, 0
"L2766748", 12.47, 1,    7257.96,  -44.9,    1.0081, 0, 0, 0, 0, 0, 0, 0, 0
"REGXFMR_190-8581", 12.47, 1,    6755.33,  -41.6,    0.9383, 2,    7022.72, -162.8,   0.97544, 3,    7458.16,   81.2,    1.0359
"L3104129", 12.47, 1,    7499.45,  -44.0,    1.0417, 0, 0, 0, 0, 0, 0, 0, 0
"M1027110", 12.47, 1,    7110.26,  -45.1,    0.9876, 0, 0, 0, 0, 0, 0, 0, 0
"L3047058", 12.47, 1,    7179.27,  -44.9,   0.99718, 0, 0, 0, 0, 0, 0, 0, 0
"L2801949", 12.47, 2,    7288.66, -167.0,    1.0124, 0, 0, 0, 0, 0, 0, 0, 0
"L2710525", 12.47, 3,    7418.05,   79.6,    1.0303, 0, 0, 0, 0, 0, 0, 0, 0
"L3197640", 12.47, 3,    7430.67,   79.7,    1.0321, 0, 0, 0, 0, 0, 0, 0, 0
"L3010561", 12.47, 1,    7312.19,  -44.4,    1.0156, 0, 0, 0, 0, 0, 0, 0, 0
"L3141390", 12.47, 2,    7007.73, -162.0,   0.97335, 0, 0, 0, 0, 0, 0, 0, 0
"D5746546-1_INT", 12.47, 3,    7266.67,   81.3,    1.0093, 0, 0, 0, 0, 0, 0, 0, 0
"D5956499-2_INT", 12.47, 1,    7305.13,  -44.3,    1.0147, 2,     7255.6, -166.7,    1.0078, 3,    7356.65,   79.1,    1.0218
"L2823592_CAP", 12.47, 1,    7490.42,  -35.2,    1.0404, 2,    7488.27, -155.0,    1.0401, 3,       7541,   85.3,    1.0474
"Q16642_CAP", 12.47, 1,    7172.56,  -43.6,   0.99625, 2,    7312.12, -165.5,    1.0156, 3,    7494.92,   80.1,     1.041
"Q16483_CAP", 12.47, 1,    7204.47,  -38.1,    1.0007, 2,    7266.56, -158.4,    1.0093, 3,    7476.51,   82.9,    1.0385
"HVMV_SUB_HSB", 115, 1,    69580.8,   -0.7,     1.048, 2,    69621.4, -120.7,    1.0486, 3,    69664.4,  119.3,    1.0492
"REGXFMR_HVMV_SUB_LSB", 12.47, 1,    7461.16,  -34.4,    1.0363, 2,    7450.36, -154.2,    1.0348, 3,    7515.06,   86.0,    1.0438
"X2804253A", 0.208, 1,    122.441,  -40.6,    1.0196, 2,    122.448,  139.4,    1.0196, 0, 0, 0, 0
"X3254213B", 0.208, 1,    120.715, -167.3,    1.0052, 2,    120.722,   12.7,    1.0053, 0, 0, 0, 0
"X3216339B", 0.208, 1,    115.853, -162.4,   0.96473, 2,    115.859,   17.6,   0.96478, 0, 0, 0, 0
"X2954355A", 0.208, 1,    119.049,  -44.9,   0.99134, 2,    119.056,  135.1,    0.9914, 0, 0, 0, 0
"X2861197C", 0.208, 1,    123.552,   81.8,    1.0288, 2,    123.559,  -98.2,    1.0289, 0, 0, 0, 0
"X2842379A", 0.208, 1,    118.815,  -39.0,    0.9894, 2,    118.822,  141.0,   0.98945, 0, 0, 0, 0
"X2841636B", 0.208, 1,    117.115, -162.2,   0.97524, 2,    117.122,   17.8,   0.97529, 0, 0, 0, 0
"X3047289A", 0.208, 1,    116.521,  -39.9,   0.97029, 2,    116.528,  140.1,   0.97035, 0, 0, 0, 0
"X3047289B", 0.208, 1,    116.406, -160.3,   0.96933, 2,    116.412,   19.7,   0.96939, 0, 0, 0, 0
"X3047289C", 0.208, 1,    121.106,   80.7,    1.0085, 2,    121.113,  -99.3,    1.0085, 0, 0, 0, 0
"X3085399C", 0.208, 1,    122.454,   80.1,    1.0197, 2,    122.461,  -99.9,    1.0198, 0, 0, 0, 0
"X3085391B", 0.208, 1,    119.168, -167.2,   0.99234, 2,    119.175,   12.8,   0.99239, 0, 0, 0, 0
"X2897778A", 0.208, 1,    118.644,  -41.0,   0.98796, 2,     118.65,  139.0,   0.98802, 0, 0, 0, 0
"X3197647A", 0.208, 1,     120.29,  -44.8,    1.0017, 2,    120.297,  135.2,    1.0017, 0, 0, 0, 0
"X2936275B", 0.208, 1,    122.349, -156.7,    1.0188, 2,    122.356,   23.3,    1.0189, 0, 0, 0, 0
"X2729408B", 0.208, 1,    121.311, -167.3,    1.0102, 2,    121.318,   12.7,    1.0102, 0, 0, 0, 0
"X2673310A", 0.208, 1,    122.327,  -40.6,    1.0186, 2,    122.334,  139.4,    1.0187, 0, 0, 0, 0
"X3048212A", 0.208, 1,    120.775,  -45.1,    1.0057, 2,    120.782,  134.9,    1.0058, 0, 0, 0, 0
"X3104133A", 0.208, 1,     119.89,  -41.1,   0.99834, 2,    119.897,  138.9,    0.9984, 0, 0, 0, 0
"X2879087A", 0.208, 1,    120.454,  -45.1,     1.003, 2,    120.461,  134.9,    1.0031, 0, 0, 0, 0
"X2710510C", 0.208, 1,    123.071,   79.9,    1.0248, 2,    123.078, -100.1,    1.0249, 0, 0, 0, 0
"X3122810B", 0.208, 1,    117.938, -167.3,   0.98209, 2,    117.945,   12.7,   0.98215, 0, 0, 0, 0
"X2954352C", 0.208, 1,    123.097,   80.2,     1.025, 2,    123.104,  -99.8,    1.0251, 0, 0, 0, 0
"X2729411A", 0.208, 1,    120.482,  -41.0,    1.0033, 2,    120.489,  138.9,    1.0033, 0, 0, 0, 0
"X3178971A", 0.208, 1,    121.082,  -44.4,    1.0083, 2,    121.089,  135.6,    1.0083, 0, 0, 0, 0
"X3254234B", 0.208, 1,    120.176, -167.4,    1.0007, 2,    120.183,   12.6,    1.0008, 0, 0, 0, 0
"X_293471A", 0.208, 1,    119.644,  -41.0,    0.9963, 2,    119.651,  139.0,   0.99636, 0, 0, 0, 0
"X_293471B", 0.208, 1,    118.694, -162.0,   0.98839, 2,    118.701,   18.0,   0.98845, 0, 0, 0, 0
"X_293471C", 0.208, 1,    122.697,   79.6,    1.0217, 2,    122.704, -100.4,    1.0218, 0, 0, 0, 0
"X2860482A", 0.208, 1,    121.335,  -44.7,    1.0104, 2,    121.342,  135.3,    1.0104, 0, 0, 0, 0
"X2763811C", 0.208, 1,    121.153,   78.5,    1.0089, 2,     121.16, -101.5,    1.0089, 0, 0, 0, 0
"X3251799A", 0.208, 1,     116.75,  -39.6,   0.97219, 2,    116.757,  140.4,   0.97225, 0, 0, 0, 0
"X2898526C", 0.208, 1,    122.934,   81.3,    1.0237, 2,    122.941,  -98.7,    1.0237, 0, 0, 0, 0
"X2897780B", 0.208, 1,     119.41, -162.0,   0.99434, 2,    119.417,   18.0,    0.9944, 0, 0, 0, 0
"X3027124C", 0.208, 1,    122.372,   84.5,     1.019, 2,    122.379,  -95.5,    1.0191, 0, 0, 0, 0
"X2954361B", 0.208, 1,    120.038, -165.6,   0.99957, 2,    120.044,   14.4,   0.99963, 0, 0, 0, 0
"X2745811C", 0.208, 1,    122.381,   84.5,    1.0191, 2,    122.388,  -95.5,    1.0191, 0, 0, 0, 0
"X2841633A", 0.208, 1,    120.286,  -44.8,    1.0016, 2,    120.293,  135.2,    1.0017, 0, 0, 0, 0
"X2917359A", 0.208, 1,    118.768,  -38.9,     0.989, 2,    118.775,  141.1,   0.98906, 0, 0, 0, 0
"X2748158A", 0.208, 1,    119.929,  -41.0,   0.99867, 2,    119.936,  139.0,   0.99873, 0, 0, 0, 0
"X2955047A", 0.208, 1,    112.241,  -41.7,   0.93465, 2,    112.248,  138.3,   0.93471, 0, 0, 0, 0
"X3122837C", 0.208, 1,    122.837,   79.2,    1.0229, 2,    122.844, -100.8,    1.0229, 0, 0, 0, 0
"X2804269B", 0.208, 1,    120.059, -165.6,   0.99976, 2,    120.066,   14.4,   0.99981, 0, 0, 0, 0
"X3157708C", 0.208, 1,    123.052,   79.4,    1.0247, 2,    123.059, -100.6,    1.0247, 0, 0, 0, 0
"X3179682C", 0.208, 1,    122.928,   81.3,    1.0236, 2,    122.935,  -98.7,    1.0237, 0, 0, 0, 0
"X2822877B", 0.208, 1,    119.417, -167.2,   0.99441, 2,    119.424,   12.8,   0.99446, 0, 0, 0, 0
"X3141393C", 0.208, 1,    124.343,   80.3,    1.0354, 2,    124.351,  -99.7,    1.0355, 0, 0, 0, 0
"X2897801A", 0.208, 1,    120.819,  -44.6,    1.0061, 2,    120.826,  135.4,    1.0061, 0, 0, 0, 0
"X3217056A", 0.208, 1,    123.482,  -35.9,    1.0283, 2,    123.489,  144.1,    1.0283, 0, 0, 0, 0
"X2936270A", 0.208, 1,    123.508,  -35.8,    1.0285, 2,    123.515,  144.2,    1.0285, 0, 0, 0, 0
"X3235249A", 0.208, 1,    120.679,  -45.1,    1.0049, 2,    120.686,  134.9,     1.005, 0, 0, 0, 0
"X3217052C", 0.208, 1,    123.534,   82.2,    1.0287, 2,    123.541,  -97.8,    1.0287, 0, 0, 0, 0
"X2916598A", 0.208, 1,    120.775,  -45.1,    1.0057, 2,    120.782,  134.9,    1.0058, 0, 0, 0, 0
"X3048206A", 0.208, 1,    122.183,  -40.7,    1.0174, 2,     122.19,  139.3,    1.0175, 0, 0, 0, 0
"X3141402C", 0.208, 1,    121.002,   79.5,    1.0076, 2,    121.009, -100.5,    1.0077, 0, 0, 0, 0
"X3235256A", 0.208, 1,     121.31,  -41.0,    1.0102, 2,    121.317,  139.0,    1.0102, 0, 0, 0, 0
