Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2, I3_1, Ang3_1, I3_2, Ang3_2, I3_3, Ang3_3, I3_4, Ang3_4, Iresid3, AngResid3
Line.TPX138797B0,    63.7873,  -173.71,    63.7835,     6.29,          0,     0.00,          0,     0.00, 0.00477332,  -136.10,    63.7873,     6.29,    63.7835,  -173.71,          0,     0.00,          0,     0.00, 0.00477332,    43.90,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX138798B0,     25.412,  -173.74,    25.4105,     6.26,          0,     0.00,          0,     0.00, 0.00189264,  -135.60,     25.412,     6.26,    25.4105,  -173.74,          0,     0.00,          0,     0.00, 0.00189264,    44.40,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX157715B0,    16.4209,  -170.80,    16.4199,     9.20,          0,     0.00,          0,     0.00, 0.00122163,  -132.52,    16.4209,     9.20,    16.4199,  -170.80,          0,     0.00,          0,     0.00, 0.00122163,    47.48,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX157716B0,    41.2007,  -170.78,    41.1983,     9.21,          0,     0.00,          0,     0.00, 0.00307398,  -132.84,    41.2007,     9.22,    41.1983,  -170.79,          0,     0.00,          0,     0.00, 0.00307398,    47.16,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX157717B0,    24.6861,  -170.80,    24.6846,     9.19,          0,     0.00,          0,     0.00, 0.00183826,  -132.63,    24.6861,     9.20,    24.6846,  -170.81,          0,     0.00,          0,     0.00, 0.00183826,    47.37,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX157718B0,    41.2092,  -170.79,    41.2068,     9.21,          0,     0.00,          0,     0.00, 0.00307461,  -132.84,    41.2092,     9.21,    41.2068,  -170.79,          0,     0.00,          0,     0.00, 0.00307461,    47.16,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX207286C0,    17.1228,    67.15,    17.1218,  -112.86,          0,     0.00,          0,     0.00, 0.00127396,   105.42,    17.1228,  -112.85,    17.1218,    67.14,          0,     0.00,          0,     0.00, 0.00127396,   -74.58,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX207287B0,    42.4164,  -173.72,    42.4139,     6.28,          0,     0.00,          0,     0.00, 0.00316562,  -135.82,    42.4164,     6.28,    42.4139,  -173.72,          0,     0.00,          0,     0.00, 0.00316562,    44.18,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX207288B0,    16.9044,  -173.74,    16.9034,     6.26,          0,     0.00,          0,     0.00, 0.00125774,  -135.48,    16.9044,     6.26,    16.9034,  -173.74,          0,     0.00,          0,     0.00, 0.00125774,    44.52,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX207290A0,    38.6677,   -53.34,    38.6654,   126.66,          0,     0.00,          0,     0.00, 0.00288433,   -15.36,    38.6677,   126.66,    38.6654,   -53.34,          0,     0.00,          0,     0.00, 0.00288433,   164.64,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX207291C0,    42.8643,    67.29,    42.8617,  -112.71,          0,     0.00,          0,     0.00,  0.0031987,   105.21,    42.8643,  -112.71,    42.8617,    67.29,          0,     0.00,          0,     0.00,  0.0031987,   -74.79,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX207292C0,    25.6567,    67.28,    25.6552,  -112.72,          0,     0.00,          0,     0.00, 0.00191075,   105.43,    25.6567,  -112.72,    25.6552,    67.28,          0,     0.00,          0,     0.00, 0.00191075,   -74.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX218472A0,    37.1842,   -49.89,     37.182,   130.11,          0,     0.00,          0,     0.00, 0.00277278,   -11.86,    37.1842,   130.11,     37.182,   -49.89,          0,     0.00,          0,     0.00, 0.00277279,   168.14,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX218473A0,    37.1866,   -49.89,    37.1844,   130.11,          0,     0.00,          0,     0.00, 0.00277297,   -11.87,    37.1866,   130.11,    37.1844,   -49.89,          0,     0.00,          0,     0.00, 0.00277297,   168.13,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX218474A0,    74.7179,   -49.86,    74.7134,   130.13,          0,     0.00,          0,     0.00, 0.00559684,   -12.35,    74.7179,   130.14,    74.7134,   -49.87,          0,     0.00,          0,     0.00, 0.00559684,   167.65,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX218475A0,    14.8448,   -49.91,    14.8439,   130.09,          0,     0.00,          0,     0.00, 0.00110413,   -11.58,    14.8448,   130.09,    14.8439,   -49.91,          0,     0.00,          0,     0.00, 0.00110413,   168.42,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX223655C0,    25.3015,    70.46,       25.3,  -109.54,          0,     0.00,          0,     0.00, 0.00188413,   108.63,    25.3015,  -109.54,       25.3,    70.46,          0,     0.00,          0,     0.00, 0.00188413,   -71.37,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX223658A0,    7.35469,   -49.52,    7.35426,   130.48,          0,     0.00,          0,     0.00, 0.000546571,   -11.10,     7.3547,   130.48,    7.35427,   -49.52,          0,     0.00,          0,     0.00, 0.000546571,   168.90,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX223660C0,    25.3098,    70.73,    25.3083,  -109.27,          0,     0.00,          0,     0.00, 0.00188474,   108.90,    25.3098,  -109.27,    25.3083,    70.73,          0,     0.00,          0,     0.00, 0.00188474,   -71.10,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX223661C0,    25.3788,    70.69,    25.3773,  -109.31,          0,     0.00,          0,     0.00, 0.00188991,   108.86,    25.3788,  -109.31,    25.3773,    70.69,          0,     0.00,          0,     0.00, 0.00188991,   -71.14,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX223662C0,    63.8262,    70.71,    63.8225,  -109.29,          0,     0.00,          0,     0.00, 0.00477457,   108.36,    63.8263,  -109.29,    63.8225,    70.71,          0,     0.00,          0,     0.00, 0.00477457,   -71.64,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX223663C0,    16.9449,    70.66,    16.9439,  -109.34,          0,     0.00,          0,     0.00, 0.00126065,   108.94,    16.9449,  -109.34,    16.9439,    70.66,          0,     0.00,          0,     0.00, 0.00126065,   -71.06,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX247036C0,    17.3323,    66.73,    17.3313,  -113.27,          0,     0.00,          0,     0.00, 0.00128961,   104.99,    17.3324,  -113.27,    17.3313,    66.73,          0,     0.00,          0,     0.00, 0.00128961,   -75.01,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX247056A0,    23.6053,   -53.92,    23.6039,   126.07,          0,     0.00,          0,     0.00, 0.00175768,   -15.75,    23.6053,   126.08,    23.6039,   -53.93,          0,     0.00,          0,     0.00, 0.00175768,   164.25,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX247057A0,    23.6085,   -53.93,    23.6071,   126.07,          0,     0.00,          0,     0.00, 0.00175792,   -15.76,    23.6085,   126.07,    23.6071,   -53.93,          0,     0.00,          0,     0.00, 0.00175792,   164.24,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX247058A0,      15.74,   -53.93,    15.7391,   126.06,          0,     0.00,          0,     0.00, 0.00117091,   -15.65,      15.74,   126.07,    15.7391,   -53.94,          0,     0.00,          0,     0.00, 0.00117091,   164.35,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX247059A0,     39.451,   -53.92,    39.4487,   126.08,          0,     0.00,          0,     0.00, 0.00294331,   -15.97,     39.451,   126.08,    39.4487,   -53.92,          0,     0.00,          0,     0.00, 0.00294331,   164.03,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX247060A0,    15.7429,   -53.94,     15.742,   126.06,          0,     0.00,          0,     0.00, 0.00117112,   -15.66,    15.7429,   126.06,     15.742,   -53.94,          0,     0.00,          0,     0.00, 0.00117112,   164.34,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX247061A0,    39.4544,   -53.92,     39.452,   126.08,          0,     0.00,          0,     0.00, 0.00294356,   -15.98,    39.4544,   126.08,    39.4521,   -53.92,          0,     0.00,          0,     0.00, 0.00294356,   164.02,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX247084B0,    42.1402,  -175.96,    42.1377,     4.04,          0,     0.00,          0,     0.00, 0.00314484,  -138.05,    42.1402,     4.04,    42.1377,  -175.96,          0,     0.00,          0,     0.00, 0.00314484,    41.95,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX247100B0,     25.255,  -175.98,    25.2536,     4.02,          0,     0.00,          0,     0.00, 0.00188091,  -137.83,     25.255,     4.02,    25.2536,  -175.98,          0,     0.00,          0,     0.00, 0.00188091,    42.17,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX247105B0,     25.278,  -175.99,    25.2765,     4.00,          0,     0.00,          0,     0.00, 0.00188263,  -137.85,     25.278,     4.01,    25.2765,  -176.00,          0,     0.00,          0,     0.00, 0.00188263,    42.15,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX247122B0,    25.2866,  -176.00,    25.2851,     4.00,          0,     0.00,          0,     0.00, 0.00188327,  -137.85,    25.2866,     4.00,    25.2851,  -176.00,          0,     0.00,          0,     0.00, 0.00188327,    42.15,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX247126B0,    16.8253,  -176.00,    16.8243,     3.99,          0,     0.00,          0,     0.00, 0.00125185,  -137.74,    16.8253,     4.00,    16.8243,  -176.01,          0,     0.00,          0,     0.00, 0.00125185,    42.26,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX247160B0,    25.3176,  -176.03,    25.3161,     3.97,          0,     0.00,          0,     0.00,  0.0018856,  -137.89,    25.3176,     3.97,    25.3161,  -176.03,          0,     0.00,          0,     0.00,  0.0018856,    42.11,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX247162B0,    25.3201,  -176.03,    25.3186,     3.97,          0,     0.00,          0,     0.00, 0.00188578,  -137.89,    25.3201,     3.97,    25.3186,  -176.03,          0,     0.00,          0,     0.00, 0.00188578,    42.11,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX247164B0,    16.8512,  -176.04,    16.8502,     3.95,          0,     0.00,          0,     0.00, 0.00125378,  -137.78,    16.8512,     3.96,    16.8502,  -176.05,          0,     0.00,          0,     0.00, 0.00125378,    42.22,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX247170B0,    63.5754,  -176.01,    63.5717,     3.99,          0,     0.00,          0,     0.00, 0.00475728,  -138.40,    63.5754,     3.99,    63.5717,  -176.01,          0,     0.00,          0,     0.00, 0.00475728,    41.60,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX247171B0,    25.3266,  -176.04,    25.3251,     3.96,          0,     0.00,          0,     0.00, 0.00188627,  -137.90,    25.3266,     3.96,    25.3251,  -176.04,          0,     0.00,          0,     0.00, 0.00188627,    42.10,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX247184C0,    43.0394,    67.07,    43.0369,  -112.93,          0,     0.00,          0,     0.00,  0.0032119,   104.99,    43.0394,  -112.93,    43.0369,    67.07,          0,     0.00,          0,     0.00,  0.0032119,   -75.01,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX247185B0,    25.6119,  -173.97,    25.6104,     6.03,          0,     0.00,          0,     0.00, 0.00190763,  -135.84,    25.6119,     6.03,    25.6104,  -173.98,          0,     0.00,          0,     0.00, 0.00190763,    44.16,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.TPX251828B0,    25.7782,  -176.10,    25.7767,     3.90,          0,     0.00,          0,     0.00, 0.00192008,  -137.97,    25.7782,     3.90,    25.7767,  -176.10,          0,     0.00,          0,     0.00, 0.00192008,    42.03,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
